,idx,N°_dépot,N°_caisse,Localité,année,N°_cantonal,Lieu_dit,N°_terrain,Matière,Caractéristique,Description_de_l_objet,Altitude,UF,Période_culturelle,Année_de_restauration,Etat_de_conservation,Fiche_ITMS_non,Remarque_restauration,Coord_X,Coord_Y,Mat_prem,Typologie,Integrite,Etat_surface,Longueur,Largeur,Epaisseur,Poids,Type_de_talon,Bulbe,Levre,Esquille_bulbaire,Retouche,Cortex,Dessin,Remarque,Technologie,Accident
803,742,Spira,33,CHE,2012,10399,BR,?,lit,sil,petit éclat,,Y9,,,,,,-2.0,8.0,1,,ME,,11,"8,4","1,6",,IN,IN,IN,IN,,,,,Esquille,
804,743,Spira,33,CHE,2012,10451,BR,2136,lit,sil,Éclat,,G2,,,,,,6.0,2.0,1,,DI,,"14,3","8,5","5,6",,IN,IN,IN,IN,,,,,Éclat,
805,744,Spira,33,CHE,2012,10453,BR,2387,lit,sil,éclat,,F7,,,,,,5.0,7.0,1,,ME,,"32,9","16,8",8,,IN,IN,IN,IN,10453,,,Outrepassage ? Lame ?,Lame,
806,745,Spira,33,CHE,2012,10460,BR,3603,lit,sil,éclat,,Z9,,,,,,-1.0,8.0,1,,,,,,,,,,,,,,,,Débris,
807,749,Spira,33,CHE,2012,10464,BR,3646,lit,sil,éclat,,,,,,,,,,1,,DI,,"9,2","7,4","2,2",,IN,IN,IN,IN,,,,,Esquille,
808,751,Spira,33,CHE,2012,10466,BR,3741,lit,sil,Éclat,,,,,,,,,,,,DI,,"13,6","7,1","4,6",,IN,IN,IN,IN,,,,,Éclat,
809,752,Spira,33,CHE,2012,10624,BR,11,lit,sil, éclat,,Y8,,,,,,-2.0,7.0,Chaille,,,,,,,,,,,,,,,,Débris,
810,753,Spira,33,CHE,2012,10625,BR,11,lit,sil, éclat,,Y8,,,,,,-2.0,7.0,Chaille,,,,,,,,,,,,,,,,Débris,
811,756,Spira,33,CHE,2012,10628,BR,473,lit,sil,Éclat,,B8,,,,,,1.0,8.0,1,,PX,,"11,7",9,"2,3",,LI,PR,AB,PR,,,,,Éclat,
812,757,Spira,33,CHE,2012,10629,BR,360,lit,sil,petit Éclat,,C4,,,,,,2.0,4.0,1,,IN,,15,"10,1","2,9",,IN,IN,IN,IN,,,,,Éclat,
813,758,Spira,33,CHE,2012,10630,BR,360,lit,sil,petit éclat ? Lamelle,,C4,,,,,,2.0,4.0,1,,PX,,"13,4","8,9","2,1",,LI,PR,AB,AB,,10630,,,Lamelle,
814,760,Spira,33,CHE,2012,10632,BR,372,lit,sil,Éclat,,C5,,,,,,2.0,5.0,,,ME,,"10,5","14,4","2,1",,IN,DI,IN,IN,,,,,Éclat,
815,773,Spira,33,CHE,2012,10645,BR,?,lit,sil,petit Éclat,,Y9,,,,,,-2.0,8.0,1,,DI,,"12,2","13,5","2,8",,IN,IN,IN,IN,,,,,Éclat,
816,774,Spira,33,CHE,2012,10646,BR,?,lit,sil,petit éclat,,Y9,,,,,,-2.0,8.0,1,,ME,,"12,1","7,9","3,8",,IN,IN,IN,IN,,10646,,,Lamelle,
817,775,Spira,33,CHE,2012,10647,BR,?,lit,sil,petit éclat,,Y9,,,,,,-2.0,8.0,1,,ME,,"7,6","13,2","2,4",,IN,IN,IN,IN,,,,,Lame,
818,776,Spira,33,CHE,2012,10648,BR,?,lit,sil,petit éclat,,Y9,,,,,,-2.0,8.0,1,,IN,,"7,4","6,2","1,6",,IN,IN,IN,IN,,,,,Esquille,
819,777,Spira,6,CHE,2013,1815,BR,3790,lit,silex,Éclat,,A11,,,,,,0.0,11.0,,,DI,,"15,1","9,6","5,1",,IN,IN,IN,IN,,,,,Éclat,
820,778,Spira,6,CHE,2013,1816,BR,3790,lit,silex,Éclat,,A11,,,,,,0.0,11.0,1,,DI,,16,"8,6","4,5",,IN,IN,IN,IN,,,,,Éclat,
821,779,Spira,6,CHE,2013,1817,BR,3790,lit,silex,Éclat,,A11,,,,,,0.0,11.0,1,,DI,,"18,6","9,3","5,9",,IN,IN,IN,IN,,,,,Éclat,
822,781,Spira,6,CHE,2013,1819,BR,3791,lit,silex,Éclat,,A11,,,,,,0.0,11.0,1,,PX,,"12,1","12,8","4,4",,LI,PR,AB,AB,,,,,Éclat,
823,782,Spira,6,CHE,2013,1820,BR,3791,lit,silex,Éclat,,A11,,,,,,0.0,11.0,1,,EN,,"12,2","9,2",1,,LI,PR,AB,AB,,,,,Éclat,
824,783,Spira,6,CHE,2013,1821,BR,3791,lit,silex,Éclat,,A11,,,,,,0.0,11.0,Olten,,DI,,"12,7","5,8","1,4",,IN,IN,IN,IN,,,,,Éclat,
825,785,Spira,6,CHE,2013,1823,BR,3935,lit,silex,éclat cortical,,A11,,,,,,0.0,11.0,,,,,,,,,,,,,,,,,Débris,
826,787,Spira,6,CHE,2013,1825,BR,3968,lit,silex,Éclat,,A11,,,,,,0.0,11.0,1,,DI,,"24,2",23,"11,1",,IN,IN,IN,IN,1825,,,,Éclat,
827,790,Spira,6,CHE,2013,1828,BR,4054,lit,silex,Éclat (pointe),,A11,,,,,,0.0,11.0,1,,EN,,"36,8","21,1","4,4",,LI,PR,AB,AB,,,,Chauffe ?,Éclat,
828,792,Spira,6,CHE,2013,1830,BR,4,lit,silex,Éclat lamellaire  ,,A11,,,,,,0.0,11.0,1,,DI,,20,"16,9","2,8",,IN,IN,IN,IN,,,,,Éclat,
829,794,Spira,6,CHE,2013,1832,BR,4,lit,silex,éclat cortical ?,,A11,,,,,,0.0,11.0,,,,,,,,,,,,,,,,,Débris,
830,795,Spira,6,CHE,2013,1833,BR,7,lit,silex,Éclat cortical,,A11,,,,,,0.0,11.0,1,,DI,,"29,6","14,2","6,4",,IN,IN,IN,IN,,1833,,Pas vu ?,Éclat,
831,800,Spira,6,CHE,2013,1838,BR,3793,lit,silex,Éclat cortical,,B11,,,,,,1.0,11.0,1,,PX,,23,"21,3","6,1",,CO,DI,AB,AB,,1838,,,Éclat,
832,801,Spira,6,CHE,2013,1839,BR,3849,lit,silex,Éclat,,B11,,,,,,1.0,11.0,1,,EN,,"23,5","24,6","4,2",,LI,PR,PR,AB,1839,,,,Éclat,
833,802,Spira,6,CHE,2013,1840,BR,3849,lit,silex,Éclat cortical,,B11,,,,,,1.0,11.0,1,,EN,,20,"26,2","5,1",,CO,PR,AB,AB,,1840,,,Éclat,
834,805,Spira,6,CHE,2013,1843,BR,3982,lit,silex,éclat cortical,,B11,,,,,,1.0,11.0,,,,,,,,,,,,,,,,,Débris,
835,807,Spira,6,CHE,2013,1845,BR,3982,lit,silex,Éclat/fragment lame corticale,,B11,,,,,,1.0,11.0,,,PX,,"19,6","21,8","2,5",,LI,PR,PR,AB,,,,,Éclat,
836,808,Spira,6,CHE,2013,1846,BR,3982,lit,silex,Éclat retouché,,B11,,,,,,1.0,11.0,1,,PX,,"30,3","22,2","3,9",,PU,PR,AB,AB,1846,,,,Éclat,
837,811,Spira,6,CHE,2013,1849,BR,3,lit,silex,Éclat ,,B11,,,,,,1.0,11.0,1,,DI,,"10,2","9,5","2,1",,IN,IN,IN,IN,,,,REFLECHISSEMENT ?,Éclat,
838,815,Spira,6,CHE,2013,1853,BR,4056,lit,silex,Éclat cortical retouché ?,,C11,,,,,,2.0,11.0,,,PX,,"23,1","22,8",5,,LI,PR,PR,PR,,,,,Éclat,
839,816,Spira,6,CHE,2013,1854,BR,3936,lit,silex,Éclat ,,D11,,,,,,3.0,11.0,1,,IN,,"17,3","12,8","2,2",,IN,IN,IN,IN,,,,,Éclat,
840,818,Spira,6,CHE,2013,1856,BR,4214,lit,silex,Éclat cortical (feu?),,E26,,,,,,4.0,26.0,1,,EN,,"15,5","15,6","5,2",,PU,PR,PR,AB,,1856,,,Éclat,
841,819,Spira,6,CHE,2013,1857,BR,4220?,lit,silex,Éclat cortical (feu?),,E26,,,,,,4.0,26.0,,,PX,,"48,4","26,6","11,6",,LI,DI,AB,AB,,,,,Éclat,
842,821,Spira,6,CHE,2013,1859,BR,3882,lit,silex,Éclat cortical,,F11,,,,,,5.0,11.0,1,,EN,,"22,9","19,5","3,8",,PU,PR,AB,AB,,,,,Éclat,
843,823,Spira,6,CHE,2013,1861,BR,4164,lit,silex,Éclat,,F20,,,,,,5.0,20.0,1,,PX,,"26,4","26,2","4,3",,IN,PR,IN,IN,,,,,Éclat,
844,824,Spira,6,CHE,2013,1862,BR,2,lit,silex,Éclat cortical,,F25-26,,,,,,5.0,26.0,Olten,,EN,,"15,8","18,2",6,,PU,PR,AB,AB,,1862,,,Éclat,
845,825,Spira,6,CHE,2013,1863,BR,4248,lit,silex,éclat ou nucléus,,F26,,,,,,5.0,26.0,1,,,,"43,4","25,1","18,3",,,,,,,,,à voir,Nucléus,
846,826,Spira,6,CHE,2013,1864,BR,4230,lit,silex,Éclat,,G11,,,,,,6.0,11.0,1,,DI,,"8,4","11,8","2,9",,IN,IN,IN,IN,,,,,Éclat,
847,827,Spira,6,CHE,2013,1865,BR,52,lit,silex,Éclat,,G11,,,,,,6.0,11.0,1,,DI,,"11,6","18,4","1,8",,IN,IN,IN,IN,,,,,Éclat,
848,828,Spira,6,CHE,2013,1866,BR,4100,lit,silex,Éclat retouché ?,,H11,,,,,,7.0,11.0,,,DI,,16,"22,9","4,5",,IN,IN,IN,IN,1866,,,,Éclat,
849,829,Spira,6,CHE,2013,1867,BR,12,lit,silex,Éclat,,H11,,,,,,7.0,11.0,1,,EN,,14,"17,1","2,5",,PU,DI,AB,PR,,,,,Éclat,
850,832,Spira,6,CHE,2013,1870,BR,3899,lit,silex,Éclat,,J11,,,,,,9.0,11.0,1,,PX,,17,"11,1","4,4",,LI,DI,AB,AB,,,,,Éclat,
851,833,Spira,6,CHE,2013,1871,BR,4195,lit,silex,Éclat cortical,,J20,,,,,,9.0,20.0,1,,DI,,"33,8","14,3","4,7",,IN,IN,IN,IN,,1871,,,Éclat,
852,834,Spira,6,CHE,2013,1872,BR,6,lit,silex,Éclat cortical,,J24,,,,,,9.0,24.0,1,,IN,,"19,7",11,"4,9",,IN,IN,IN,IN,,1872,,,Éclat,
853,835,Spira,6,CHE,2013,1873,BR,1,lit,silex,éclat,,J25,,,,,,9.0,25.0,,,,,,,,,,,,,,,,,Débris,
854,836,Spira,6,CHE,2013,1874,BR,3919,lit,silex,Éclat cortical,,L11,,,,,,11.0,11.0,1,,DI,,"29,5","11,6","3,4",,IN,DI,IN,IN,,,,,Éclat,
855,837,Spira,6,CHE,2013,1875,BR,4,lit,silex,Éclat cortical,,N / O 9,,,,,,13.0,9.0,1,,IN,,"14,5","10,3","2,3",,IN,IN,IN,IN,,,,,Éclat,
856,841,Spira,6,CHE,2013,1879,BR,2,lit,silex,éclat,,,,,,,,,,,,,,,,,,,,,,,,,,Débris,
857,842,Spira,6,CHE,2013,1880,BR,3952,lit,silex,éclat,,,,,,,,,,,,,,,,,,,,,,,,,,Débris,
858,847,Spira,6,CHE,2013,1886,BR,4039,lit,silex,éclat cortical,,,,,,,,,,1,,EN,,"33,4","13,5","4,8",,CO,PR,PR,AB,,1886,,,Lamelle,
859,852,Spira,6,CHE,2013,1891,BR,137,lit,silex,Éclat retouché,,B11,,,,,,1.0,11.0,Olten,,DI,,"16,1","12,8","5,4",,IN,IN,IN,IN,,,,,Éclat,
860,853,Spira,6,CHE,2013,1892,BR,151,lit,silex,Éclat cortical,,B11,,,,,,1.0,11.0,1,,EN,,"33,4","16,5","3,7",,DI,PR,AB,AB,,1892,,,Éclat,
861,856,Spira,6,CHE,2013,1895,BR,165,lit,silex,Lamelle,,B11,,,,,,1.0,11.0,1,,PX,,"16,6","12,5","2,2",,LI,PR,PR,PR,,,,,Lamelle,
862,857,Spira,6,CHE,2013,1896,BR,174,lit,silex,Éclat,,B11,,,,,,1.0,11.0,Olten,,DI,,"24,1","14,6","6,2",,IN,DI,IN,IN,,,,,Éclat,
863,859,Spira,6,CHE,2013,1898,BR,185,lit,silex,Éclat cortical,,B11,,,,,,1.0,11.0,Olten,,EN,,"24,1","16,5","3,7",,CO,PR,PR,AB,,1898,,,Éclat,
864,860,Spira,6,CHE,2013,1899,BR,190,lit,silex,Éclat cortical,,B11,,,,,,1.0,11.0,1,,EN,,"21,7","34,8","6,3",,CO,PR,PR,AB,,1899,,,Éclat,
865,861,Spira,6,CHE,2013,1900,BR,190,lit,silex,éclat,,B11,,,,,,1.0,11.0,1,,ME,,"6,9","12,1","2,4",,IN,IN,IN,IN,,,,,Lamelle,
866,862,Spira,6,CHE,2013,1901,BR,190,lit,silex,Éclat,,B11,,,,,,1.0,11.0,Rouge,,EN,,"11,3","5,2",2,,LI,PR,AB,AB,,,,,Éclat,
867,863,Spira,6,CHE,2013,1902,BR,203,lit,silex,Éclat,,B11,,,,,,1.0,11.0,Olten,,DI,,"9,9","11,8","4,2",,IN,IN,IN,IN,,,,,Éclat,
868,864,Spira,6,CHE,2013,1903,BR,120,lit,silex,éclat,,C11,,,,,,2.0,11.0,1,,,,,,,,,,,,,,,,Débris,
869,865,Spira,6,CHE,2013,1904,BR,123,lit,silex,Éclat,,C11,,,,,,2.0,11.0,1,,LAT,,"14,5","12,5","2,6",,LI,PR,PR,AB,,,,,Éclat,
870,867,Spira,6,CHE,2013,1906,BR,142,lit,silex,Éclat cortical,,C11,,,,,,2.0,11.0,1,,EN,,"18,4","15,8","3,3",,LI,PR,PR,PR,,1906,,,Éclat,
871,869,Spira,6,CHE,2013,1908,BR,14,lit,silex,éclat cortical,,A11,,,,,,0.0,11.0,,,,,,,,,,,,,,,,,Débris,
872,870,Spira,6,CHE,2013,1909,BR,12,lit,silex,Éclat,,A11,,,,,,0.0,11.0,1,,EN,,"22,4","8,9",3,,LI,PR,PR,PR,,,,,Éclat,
873,872,Spira,6,CHE,2013,1911,BR,9,lit,silex,Éclat,,A11,,,,,,0.0,11.0,1,,DI,,"26,7",17,"7,7",,IN,IN,IN,IN,,,,,Éclat,
874,873,Spira,6,CHE,2013,1912,BR,9,lit,silex,éclat,,A11,,,,,,0.0,11.0,,,,,,,,,,,,,,,,,Débris,
875,875,Spira,6,CHE,2013,1914,BR,3,lit,silex,Éclat cortical,,A11,,,,,,0.0,11.0,1,,EN,,"41,5","38,3","11,3",,LI,PR,PR,AB,,1914,,,Éclat,
876,876,Spira,6,CHE,2013,2236,BR,1,lit ,silex,Éclat petit,,F25,,,,,,5.0,25.0,1,,EN,,"18,1",20,"15,3",,CO,PR,AB,PR,,2236,,,Éclat,
877,877,,,CHE,2013,M,BR,6,lit ,silex,1 tout petit petit Éclat,,A11,,,,,,,,,,,,,,,,,,,,,,,,Éclat,
