,idx,N°_dépot,N°_caisse,Localité,année,N°_cantonal,Lieu_dit,N°_terrain,Matière,Caractéristique,Description_de_l_objet,Altitude,UF,Période_culturelle,Année_de_restauration,Etat_de_conservation,Fiche_ITMS_non,Remarque_restauration,Coord_X,Coord_Y,Mat_prem,Typologie,Integrite,Etat_surface,Longueur,Largeur,Epaisseur,Poids,Type_de_talon,Bulbe,Levre,Esquille_bulbaire,Retouche,Cortex,Dessin,Remarque,Technologie,Accident
661,455,Spira,33,CHE,2012,8278,BR,3502,lit,sil,Éclat  à encoche,,YX7,,,,,,-2.0,6.0,1,,PX,,"21,7","12,4","2,7",,DI,PR,AB,PR,,,,,Éclat,
662,457,Spira,33,CHE,2012,8280,BR,3503,lit,sil,Éclat cortical,,Y7,,,,,,-2.0,6.0,1,Grattoir,DI,,"44,1","29,9","12,2",,IN,IN,IN,IN,8280,8280,,,Éclat,
663,459,Spira,33,CHE,2012,8282,BR,3531,lit,sil,Éclat,,Y7,,,,,,-2.0,6.0,1,,DI,,"14,5","8,7","3,1",,IN,IN,IN,IN,,,,Lamelle ?,Éclat,
664,460,Spira,33,CHE,2012,8283,BR,3531,lit,sil,Éclat,,Y7,,,,,,-2.0,6.0,1,,PX,,"13,3","8,1","1,4",,LI,PR,PR,PR,,,,,Éclat,
665,465,Spira,33,CHE,2012,8288,BR,3484,lit,sil,Éclat cortical,,X8,,,,,,-3.0,7.0,1,,DI,,"28,4","21,5","10,3",,IN,IN,IN,IN,,8288,,,Éclat,
666,466,Spira,33,CHE,2012,8289,BR,3485,lit,sil,Éclat burinant,,Y8,,,,,,-2.0,7.0,,,,,"17,6","10,4","3,2",,IN,PR,IN,IN,,,,Mat prem ?,Éclat,
667,469,Spira,33,CHE,2012,8292,BR,3536,lit,sil,Éclat,,Y8,,,,,,-2.0,7.0,1,,IN,,"9,6","9,2","3,6",,IN,IN,IN,IN,,,,,Éclat,
668,472,Spira,33,CHE,2012,8295,BR,3537,lit,sil,Éclat cortical,,Y8,,,,,,-2.0,7.0,1,,PX,,"15,8","11,1","4,4",,PU,PR,AB,PR,,8295,,,Éclat,
669,476,Spira,33,CHE,2012,8299,BR,2673,lit,sil,Éclat cortical ,,Y9,,,,,,-2.0,8.0,1,,ME,,"17,3","9,3",2,,IN,IN,IN,IN,,8299,,,Éclat,
670,477,Spira,33,CHE,2012,8300,BR,2676,lit,sil,Éclat,,Y9,,,,,,-2.0,8.0,1,,DI,,"19,9","8,3","3,3",,IN,IN,IN,IN,,,,,Éclat,
671,479,Spira,33,CHE,2012,8302,BR,3518,lit,sil,éclat ,,Y9,,,,,,-2.0,8.0,1,,PX,,"17,1","3,7","2,9",,LI,PR,PR,AB,,,,,Lamelle,
672,481,Spira,33,CHE,2012,8304,BR,3610,lit,sil,éclat cortical,,Y9,,,,,,-2.0,8.0,,,,,,,,,,,,,,,,,Débris,
673,483,Spira,33,CHE,2012,8306,BR,3612,lit,sil,Éclat,,Y9,,,,,,-2.0,8.0,1,,EN,,"27,4","13,6","3,4",,LI,AB,PR,AB,,,,,Éclat,
674,484,Spira,33,CHE,2012,8307,BR,3613,lit,sil,Éclat,,Y9,,,,,,-2.0,8.0,1,,PX,,"15,4","10,8","2,1",,LI,PR,AB,PR,,,,,Éclat,
675,485,Spira,33,CHE,2012,8308,BR,3613,lit,sil,Éclat cortical,,Y9,,,,,,-2.0,8.0,1,,ME,,"20,6",10,"5,5",,IN,IN,IN,IN,,,,,Éclat,
676,490,Spira,33,CHE,2012,8313,BR,3623,lit,sil,éclat cortical,,Y9,,,,,,-2.0,8.0,,,,,,,,,,,,,,,,,Débris,
677,491,Spira,33,CHE,2012,8314,BR,2674,lit,sil,éclat,,Y9,,,,,,-2.0,8.0,1,,EN,,"10,9","9,5","1,8",,LI,PR,AB,PR,,,,,Esquille,
678,492,Spira,33,CHE,2012,8315,BR,2675,lit,sil,Éclat  ,,Y9,,,,,,-2.0,8.0,1,,EN,,"21,8","12,4","4,5",,PU,PR,AB,AB,,,,,Éclat,
679,496,Spira,33,CHE,2012,8319,BR,3627,lit,sil,Éclat cortical,,Y9,,,,,,-2.0,8.0,1,,ME,,"15,5","10,6","5,5",,IN,IN,IN,IN,,8319,,,Éclat,
680,499,Spira,33,CHE,2012,8322,BR,3629,lit,sil,éclat,,Y9,,,,,,-2.0,8.0,1,,IN,,,,,,,,,,,,,,Esquille,
681,500,Spira,33,CHE,2012,8323,BR,3636,lit,sil,Éclat cortical,,Y9,,,,,,-2.0,8.0,1,,DI,,"37,9","25,4","17,7",,IN,IN,IN,IN,,8323,,,Éclat,
682,501,Spira,33,CHE,2012,8324,BR,3637,lit,sil,Éclat cortical,,Y9,,,,,,-2.0,8.0,1,,PX,,"21,4","31,7","4,1",,CO,PR,AB,AB,,8324,,,Éclat,
683,502,Spira,33,CHE,2012,8325,BR,3638,lit,sil,Éclat,,Y9,,,,,,-2.0,8.0,,,IN,,"24,7","11,8",12,,IN,IN,IN,IN,,,,Mat prem ?,Éclat,
684,505,Spira,33,CHE,2012,8328,BR,3641,lit,sil,Éclat cortical,,Y9,,,,,,-2.0,8.0,,,ME,,"13,6","17,4","3,4",,IN,IN,IN,IN,,8328,,Mat prem ?,Éclat,
685,507,Spira,33,CHE,2012,8330,BR,3643,lit,sil,Éclat cortical,,Y9,,,,,,-2.0,8.0,1,,EN,,"9,7","19,5","2,8",,PU,PR,AB,AB,,8330,,,Éclat,
686,509,Spira,33,CHE,2012,8332,BR,2659,lit,sil,Éclat cortical,,Y10,,,,,,-2.0,9.0,1,,DI,,"29,2","37,1","7,9",,IN,IN,IN,IN,,8332,,,Éclat,
687,510,Spira,33,CHE,2012,8333,BR,2660,lit,sil,Éclat cortical,,Y10,,,,,,-2.0,9.0,,,PX,,"18,2",16,"3,3",,LI,PR,AB,AB,,8333,,,Éclat,
688,511,Spira,33,CHE,2012,8334,BR,2660,lit,sil,Éclat cortical,,Y10,,,,,,-2.0,9.0,1,,DI,,"20,6","11,1","2,2",,IN,IN,IN,IN,,8334,,,Éclat,
689,514,Spira,33,CHE,2012,8337,BR,2662,lit,sil,Éclat,,Y10,,,,,,-2.0,9.0,1,,PX,,"12,3",12,"1,6",,LI,PR,AB,AB,,8337,,,Éclat,
690,517,Spira,33,CHE,2012,8340,BR,2764,lit,sil,Éclat,,Y10,,,,,,-2.0,9.0,1,,EN,,"19,4","12,7",4,,IN,PR,IN,PR,,8340,,,Éclat,
691,520,Spira,33,CHE,2012,8343,BR,2600,lit,sil,Éclat cortical,,Y11,,,,,,-2.0,10.0,1,,EN,,"31,3","23,2","4,6",,LI,PR,AB,AB,,8343,,,Éclat,
692,521,Spira,33,CHE,2012,8344,BR,2600,lit,sil,Éclat retouché ?,,Y11,,,,,,-2.0,10.0,1,,ME,,"18,3","18,4","8,3",,IN,IN,IN,IN,8344,,,Fragment de lame ?,Éclat,
693,522,Spira,33,CHE,2012,8345,BR,2600,lit,sil,Éclat,,Y11,,,,,,-2.0,10.0,1,,EN,,"13,2","16,4","4,5",,IN,PR,IN,AB,,,,,Éclat,
694,525,Spira,33,CHE,2012,8348,BR,2601,lit,sil,Éclat,,Y11,,,,,,-2.0,10.0,1,,EN,,"11,6","10,1","1,9",,LI,PR,AB,PR,,,,,Éclat,
695,526,Spira,33,CHE,2012,8349,BR,3582,lit,sil,Éclat cortical,,YZ6-7,,,,,,-2.0,6.0,1,,DI,,"23,4","13,4","3,3",,IN,IN,IN,IN,,8349,,,Éclat,
696,531,Spira,33,CHE,2012,8354,BR,3588,lit,sil,Éclat cortical,,YZ6-7,,,,,,-2.0,6.0,1,,IN,,13,"8,8","5,6",,IN,IN,IN,IN,,,,,Éclat,
697,533,Spira,33,CHE,2012,8356,BR,3590,lit,sil,Éclat,,YZ6-7,,,,,,-2.0,6.0,1,,ME,,"12,2","13,8","3,4",,IN,PR,IN,IN,,,,,Éclat,
698,535,Spira,33,CHE,2012,8358,BR,3592,lit,sil,éclat,,YZ6-7,,,,,,-2.0,6.0,,,,,"12,2","16,2","13,4",,,,,,,,,à voir,Nucléus,
699,537,Spira,33,CHE,2012,8360,BR,3594,lit,sil,Éclat cortical,,YZ6-7,,,,,,-2.0,6.0,1,,EN,,"20,7","19,1","10,3",,CO,PR,AB,AB,,8360,,,Éclat,
700,543,Spira,33,CHE,2012,8366,BR,3635,lit,sil,Éclat,,YZ6-7,,,,,,-2.0,8.0,,,EN,,"21,2","19,3","4,6",,PU,PR,AB,PR,,,,,Éclat,
701,544,Spira,33,CHE,2012,8367,BR,3731,lit,sil,Éclat,,Z6,,,,,,-1.0,5.0,8358,,DI,,"10,8","19,6","4,5",,IN,IN,IN,IN,,8367,,,Éclat,
702,545,Spira,33,CHE,2012,8368,BR,3732,lit,sil,éclat cortical,,Z6,,,,,,-1.0,5.0,1,Trapèze,ME,,"15,2","15,4","2,2",,IN,IN,IN,IN,8368,,,Trapèze sur lame ?,Lame,
703,547,Spira,33,CHE,2012,8370,BR,3732,lit,sil,éclat,,Z6,,,,,,-1.0,5.0,,,,,,,,,,,,,,,,,Débris,
704,549,Spira,33,CHE,2012,8372,BR,3714,lit,sil,Éclat,,Z7,,,,,,-1.0,6.0,1,,EN,,"21,6","15,2","3,9",,LI,DI,AB,AB,,,,,Éclat,
705,550,Spira,33,CHE,2012,8373,BR,3714,lit,sil,Éclat,,Z7,,,,,,-1.0,6.0,1,,PX,,"10,8","16,3","2,6",,PU,PR,AB,AB,,8373,,,Éclat,
706,553,Spira,33,CHE,2012,8376,BR,2773,lit,sil,Éclat,,Z8,,,,,,-1.0,7.0,1,,EN,,"34,5","45,6","11,4",,LI,PR,AB,PR,8376,,,,Éclat,
707,557,Spira,33,CHE,2012,8380,BR,2777,lit,sil,Éclat cortical,,Z8,,,,,,-1.0,7.0,1,,DI,,"16,2","17,2","3,3",,IN,IN,IN,IN,,8380,,,Éclat,
708,560,Spira,33,CHE,2012,8383,BR,2828,lit,sil,Éclat cortical,,Z8,,,,,,-1.0,7.0,1,,EN,,"21,3",11,"1,8",,LI,PR,AB,AB,,8383,,,Éclat,
709,561,Spira,33,CHE,2012,8384,BR,3712,lit,sil,Éclat cortical,,Z8,,,,,,-1.0,7.0,1,,DI,,"34,5","18,7","10,3",,IN,IN,IN,IN,,8384,,,Éclat,
710,563,Spira,33,CHE,2012,8386,BR,3715,lit,sil,Éclat cortical,,Z8-9,,,,,,-1.0,8.0,1,,EN,,"20,1","27,2","3,6",,LI,PR,AB,AB,,8386,,,Éclat,
711,564,Spira,33,CHE,2012,8387,BR,2577,lit,sil,éclat cortical,,Z9,,,,,,-1.0,8.0,,,,,,,,,,,,,,,,,Débris,
712,568,Spira,33,CHE,2012,8391,BR,2603,lit,sil,Éclat cortical retouché ,,Z9,,,,,,-1.0,8.0,,,DI,,"18,4","17,4","5,2",,IN,IN,IN,IN,8391,,,Mat prem ? retouche ?,Éclat,
713,577,Spira,33,CHE,2012,8400,BR,2462,lit,sil,Éclat,,Z10,,,,,,-1.0,9.0,,,DI,,"13,7","26,8","4,7",,IN,IN,IN,IN,,,,,Éclat,
714,578,Spira,33,CHE,2012,8401,BR,2462,lit,sil,Éclat,,Z10,,,,,,-1.0,9.0,1,,PX,,"16,2","8,6","1,8",,IN,IN,IN,IN,,,,,Éclat,
715,586,Spira,33,CHE,2012,8409,BR,11,lit,sil,Éclat,,,,,,,,,,,,DI,,"29,2","18,4","6,9",,IN,DI,IN,IN,8409,,,Mat prem ?,Éclat,
716,589,Spira,33,CHE,2012,8412,BR,2,lit,sil,Éclat,,G6,,,,,,6.0,6.0,1,,EN,,"20,1","8,8",3,,PU,PR,AB,PR,,,,,Éclat,
717,590,Spira,33,CHE,2012,8413,BR,7,lit,sil,Éclat,,G6,,,,,,6.0,6.0,1,,PX,,"9,4","10,5","2,9",,LI,PR,PR,AB,,,,,Éclat,
718,591,Spira,33,CHE,2012,8414,BR,3,lit,sil,éclat,,H10,,,,,,7.0,10.0,,,,,,,,,,,,,,,,,Débris,
719,592,Spira,33,CHE,2012,8415,BR,3,lit,sil,Éclat,,H10,,,,,,7.0,10.0,,,ME,,"7,8","8,3","1,7",,IN,IN,IN,IN,8415,,,,Éclat,
720,595,Spira,33,CHE,2012,8420,BR,7,lit,sil,éclat cortical (grattoir?),,D10,,,,,,3.0,10.0,1,,PX,,"14,3","15,6","4,2",,CO,PR,AB,AB,,8420,,Lame ?,Lame,
721,596,Spira,33,CHE,2012,8421,BR,19,lit,sil,Éclat(pointe?),,D10,,,,,,3.0,10.0,1,,PX,,"18,1",20,"5,6",,PU,DI,AB,AB,,,,,Éclat,
722,597,Spira,33,CHE,2012,8422,BR,14,lit,sil,Éclat,,,,,,,,,,1,,EN,,"16,1","10,3","2,6",,LI,PR,AB,AB,8422,,,,Éclat,
723,598,Spira,33,CHE,2012,8423,BR,6,lit,sil,Éclat cortical   ,,H10,,,,,,7.0,10.0,1,,DI,,"27,7","23,7","7,1",,IN,IN,IN,IN,,8423,,,Éclat,
724,599,Spira,33,CHE,2012,8424,BR,2,lit,sil,Éclat cortical retouché (grattoir?),,K6,,,,,,10.0,6.0,1,,DI,,32,"22,5","13,4",,IN,IN,IN,IN,8424,,,,Éclat,
725,605,Spira,33,CHE,2012,8430,BR,3,lit,sil,éclat cortical,,J4,,,,,,9.0,4.0,1,,,,,,,,,,,,,,,,Débris,
726,610,Spira,33,CHE,2012,8435,BR,5,lit,sil,Éclat,,G3,,,,,,6.0,3.0,1,,PX,,"13,6","17,1","2,2",,CO,PR,AB,AB,,,,,Éclat,
727,611,Spira,33,CHE,2012,8436,BR,3,lit,sil,Éclat,,HE,,,,,,,,1,,EN,,"18,6","17,2","3,3",,PU,PR,AB,AB,8436,,,,Éclat,
728,612,Spira,33,CHE,2012,8437,BR,9,lit,sil,éclat,,K3,,,,,,10.0,3.0,1,,EN,,"7,3","14,7","2,6",,IN,DI,IN,IN,,,,,Esquille,
729,613,Spira,33,CHE,2012,8438,BR,5,lit,sil,Éclat (burin?),,L2,,,,,,11.0,2.0,1,,DI,,"15,4","9,5","1,7",,IN,IN,IN,IN,,,,,Éclat,
730,614,Spira,33,CHE,2012,8439,BR,11,lit,sil,éclat cortical,,L2,,,,,,11.0,2.0,,,,,"13,6","22,8","13,5",,,,,,,,,à voir,Nucléus,
731,628,Spira,33,CHE,2012,8453,BR,7,lit,sil,éclat cortical,,X9,,,,,,-3.0,8.0,,,,,,,,,,,,,,,,,Débris,
732,629,Spira,33,CHE,2012,8454,BR,7,lit,sil,Éclat,,X9,,,,,,-3.0,8.0,1,,PX,,"10,5","11,6","3,5",,LI,PR,AB,AB,8454,,,,Éclat,
733,632,Spira,33,CHE,2012,8457,BR,13,lit,sil,Éclat,,X9,,,,,,-3.0,8.0,,,PX,,28,"21,8","2,7",,LI,PR,PR,PR,,,,Mat prem ?,Éclat,
734,634,Spira,33,CHE,2012,8459,BR,6,lit,sil,éclat chauffé,,Z10,,,,,,-1.0,9.0,,,,,,,,,,,,,,,,Revoir,Débris,
735,636,Spira,33,CHE,2012,8461,BR,10,lit,sil,Éclat  ,,Z10,,,,,,-1.0,9.0,1,,EN,,"14,6",23,"3,4",,PU,PR,AB,AB,,,,,Éclat,
736,637,Spira,33,CHE,2012,8462,BR,11,lit,sil,Éclat cortical ,,Z10,,,,,,-1.0,9.0,1,,IN,,,,,,,,,,,,,à revoir,Éclat,
737,638,Spira,33,CHE,2012,8463,BR,17,lit,sil,Éclat (pointe ?),,Z10,,,,,,-1.0,9.0,,,DI,,"19,5","9,4","3,2",,IN,IN,IN,IN,,,,Mat prem ?,Éclat,
738,640,Spira,33,CHE,2012,8465,BR,4,lit,sil,éclat,,W/X 8,,,,,,-4.0,7.0,,,,,,,,,,,,,,,,,Débris,
739,642,Spira,33,CHE,2012,8467,BR,4,lit,sil,Éclat,,W/X 8,,,,,,-4.0,7.0,1,,EN,,"21,9","10,7","5,8",,LI,PR,AB,AB,,,,,Éclat,
740,643,Spira,33,CHE,2012,8468,BR,60,lit,sil,Éclat,,Y8,,,,,,-2.0,7.0,1,,DI,,17,"9,1","3,9",,IN,IN,IN,IN,,,,,Éclat,
741,645,Spira,33,CHE,2012,8470,BR,6,lit,sil,éclat,,Y8,,,,,,-2.0,7.0,,,PX,,"16,5","16,3","2,4",,LI,PR,AB,PR,,,,Mat prem ?,Lame,
742,647,Spira,33,CHE,2012,8472,BR,8,lit,sil,éclat cortical,,Y8,,,,,,-2.0,7.0,,,,,,,,,,,,,,,,,Débris,
743,648,Spira,33,CHE,2012,8473,BR,9,lit,sil,Éclat,,Y8,,,,,,-2.0,7.0,1,,DI,,"15,9","10,5","2,7",,IN,IN,IN,IN,,,,,Éclat,
744,651,Spira,33,CHE,2012,8476,BR,4,lit,sil,Éclat cortical,,Y7-8,,,,,,-2.0,7.0,1,,DI,,"13,5","16,1","7,3",,IN,IN,IN,IN,,8476,,,Éclat,
745,654,Spira,33,CHE,2012,8479,BR,7,lit,sil,Éclat (grattoir?),,B10,,,,,,1.0,10.0,,,,,,,,,,,,,,,,,Éclat,
746,655,Spira,33,CHE,2012,8480,BR,5,lit,sil,Éclat cortical,,C10,,,,,,2.0,10.0,,,DI,,15,"19,6","8,3",,IN,IN,IN,IN,8480,8480,,,Éclat,
747,658,Spira,33,CHE,2012,8483,BR,1,lit,sil,éclat cortical,,WX7,,,,,,-4.0,6.0,,,,,,,,,,,,,,,,Débris ?,Débris,
748,659,Spira,33,CHE,2012,8484,BR,4,lit,sil,Éclat,,X8,,,,,,-3.0,7.0,1,,PX,,"13,1","8,9","3,7",,LI,PR,AB,AB,,,,,Éclat,
749,663,Spira,33,CHE,2012,8488,BR,11,lit,sil, éclat,,Y8,,,,,,-2.0,7.0,Chaille,,,,,,,,,,,,,,,,Débris,
750,664,Spira,33,CHE,2012,8489,BR,25,lit,sil,éclat,,Y8,,,,,,-2.0,7.0,,,,,,,,,,,,,,,,,Débris,
751,665,Spira,33,CHE,2012,8490,BR,8,lit,sil,Éclat cortical,,YZ8,,,,,,-2.0,7.0,1,,DI,,"14,1","16,4","4,4",,IN,IN,IN,IN,,8490,,,Éclat,
752,667,Spira,33,CHE,2012,8492,BR,7,lit,sil,Éclat cortical ,,Z8,,,,,,-1.0,7.0,1,,EN,,"57,1","38,5","6,4",,PU,PR,AB,PR,,8492,,,Éclat,
753,668,Spira,33,CHE,2012,8493,BR,1,lit,sil,Éclat,,Y9,,,,,,-2.0,8.0,,,DI,,"22,8","14,2","8,7",,IN,IN,IN,IN,,,,,Éclat,
754,669,Spira,33,CHE,2012,8494,BR,3,lit,sil,Éclat ,,Y9,,,,,,-2.0,8.0,1,,DI,,"15,3","9,1","2,1",,IN,IN,IN,IN,,,,,Éclat,
755,670,Spira,33,CHE,2012,8495,BR,3,lit,sil,Éclat,,Y6,,,,,,-2.0,5.0,1,,PX,,"12,7","14,6","1,8",,DI,PR,AB,PR,,,,,Éclat,
756,672,Spira,33,CHE,2012,8497,BR,21,lit,sil,éclat cortical,,Y6,,,,,,-2.0,5.0,,,,,,,,,,,,,,,,,Débris,
757,674,Spira,33,CHE,2012,8499,BR,21,lit,sil,éclat,,Y6,,,,,,-2.0,5.0,1,,PX,,"9,8","9,6","1,7",,LI,PR,AB,PR,,,,Lamelle ?,Lamelle,
758,677,Spira,33,CHE,2012,8502,BR,21,lit,sil,éclat cortical,,Y6,,,,,,-2.0,5.0,,,PX,,"10,6","9,9","3,4",,LI,PR,AB,AB,,,,,Lamelle,
759,678,Spira,33,CHE,2012,8503,BR,22,lit,sil,Éclat,,Y6,,,,,,-2.0,5.0,1,,DI,,"12,7","15,5","7,5",,IN,IN,IN,IN,,,,,Éclat,
760,679,Spira,33,CHE,2012,8504,BR,12,lit,sil,Éclat,,Y6,,,,,,-2.0,5.0,1,,PX,,"21,6","12,5","5,9",,FA,PR,AB,AB,,,,,Éclat,
761,680,Spira,33,CHE,2012,8505,BR,7,lit,sil,éclat lamélaire,,Y6,,,,,,-2.0,5.0,1,,PX,,28,"13,5","2,9",,LI,PR,PR,AB,,,,,Lame,
762,685,Spira,33,CHE,2012,8510,BR,6,lit,sil,Éclat,,Y6,,,,,,-2.0,5.0,1,,EN,,"15,6","16,7","2,5",,LI,PR,AB,AB,,,,,Éclat,
763,688,Spira,33,CHE,2012,8513,BR,15,lit,sil,éclat,,Y6,,,,,,-2.0,5.0,,,,,,,,,,,,,,,,,Débris,
764,691,Spira,33,CHE,2012,8516,BR,3,lit,sil,Éclat,,Y6,,,,,,-2.0,5.0,1,,EN,,21,"11,1","3,3",,CO,PR,AB,AB,,,,,Éclat,
765,692,Spira,33,CHE,2012,8517,BR,5,lit,sil,Éclat cortical,,Y6,,,,,,-2.0,5.0,,,PX,,"16,6","9,7","3,9",,CO,PR,AB,PR,,,,Mat prem ?,Éclat,
766,693,Spira,33,CHE,2012,8518,BR,3,lit,sil,Éclat,,Y6,,,,,,-2.0,5.0,1,,DI,,"13,1","17,2","4,2",,IN,IN,IN,IN,,,,,Éclat,
767,694,Spira,33,CHE,2012,8519,BR,3,lit,sil,Éclat,,Y6,,,,,,-2.0,5.0,1,,PX,,"12,4","20,6","3,9",,LI,PR,AB,AB,,,,,Éclat,
768,695,Spira,33,CHE,2012,8520,BR,15,lit,sil,Éclat avec encoche ?,,Y6,,,,,,-2.0,5.0,,,EN,,"20,6","33,1","3,1",,DI,PR,PR,AB,,,,Mat prem ?,Éclat,
769,696,Spira,33,CHE,2012,8521,BR,15,lit,sil,éclat,,Y6,,,,,,-2.0,5.0,1,,EN,,"11,6","8,6","1,7",,LI,PR,AB,AB,,,,,Esquille,
770,698,Spira,33,CHE,2012,8523,BR,3,lit,sil,éclat,,Z9,,,,,,-1.0,8.0,1,,LAT,,6,"12,5","2,3",,LI,DI,AB,AB,,,,,Esquille,
771,700,Spira,33,CHE,2012,8525,BR,4,lit,sil,Éclat,,X9,,,,,,-3.0,8.0,,,PX,,"6,6","11,5","1,6",,PU,PR,IN,IN,,,,Mat prem ?,Éclat,
772,701,Spira,33,CHE,2012,8526,BR,84,lit,sil,éclat cortical,,C11,,,,,,2.0,11.0,,,,,"23,3","13,7","13,6",,,,,,,,,"à voir, Nucléus ?",Nucléus,
773,702,Spira,33,CHE,2012,8527,BR,2,lit,sil,Éclat cortical,,A11,,,,,,0.0,11.0,1,,PX,,"56,6","26,5","8,3",,LI,PR,AB,PR,,,,,Éclat,
774,707,Spira,33,CHE,2012,10358,BR,430,lit,sil,éclat,,C3,,,,,,2.0,3.0,,,,,"50,5","29,8","14,4",,,,,,,,,,Débris,
775,708,Spira,33,CHE,2012,10359,BR,430,lit,sil,Éclat,,C3,,,,,,2.0,3.0,,,EN,,"21,8","22,4","3,8",,PU,PR,AB,AB,,,,,Éclat,
776,709,Spira,33,CHE,2012,10360,BR,430,lit,sil,Éclat,,C3,,,,,,2.0,3.0,1,,EN,,"27,5","34,8","6,7",,CO,PR,AB,PR,,10360,,,Éclat,
777,711,Spira,33,CHE,2012,10362,BR,430,lit,sil,Éclat,,C3,,,,,,2.0,3.0,,,IN,,"22,6","26,9","5,6",,IN,IN,IN,IN,,,,,Éclat,
778,712,Spira,33,CHE,2012,10363,BR,430,lit,sil,Éclat,,C3,,,,,,2.0,3.0,,,DI,,"25,3","17,2","8,7",,IN,IN,IN,IN,,,,,Éclat,
779,713,Spira,33,CHE,2012,10364,BR,430,lit,sil,éclat,,C3,,,,,,2.0,3.0,1,,IN,,"21,4","14,2","8,9",,IN,IN,IN,IN,,,,,Débris,
780,714,Spira,33,CHE,2012,10365,BR,430,lit,sil,Éclat,,C3,,,,,,2.0,3.0,1,,IN,,"23,8",14,"8,8",,IN,IN,IN,IN,,10365,,,Éclat,
781,715,Spira,33,CHE,2012,10366,BR,430,lit,sil,Éclat,,C3,,,,,,2.0,3.0,1,,PX,,"15,6","22,4","2,9",,LI,PR,AB,PR,,,,,Éclat,
782,717,Spira,33,CHE,2012,10368,BR,430,lit,sil,Éclat,,C3,,,,,,2.0,3.0,1,,PX,,"11,6","18,6","2,3",,IN,PR,IN,PR,,10368,,,Éclat,
783,718,Spira,33,CHE,2012,10369,BR,430,lit,sil,Éclat,,C3,,,,,,2.0,3.0,1,,DI,,"21,1",10,"2,1",,IN,DI,IN,IN,10369,,,,Éclat,
784,719,Spira,33,CHE,2012,10370,BR,430,lit,sil,Éclat,,C3,,,,,,2.0,3.0,,,PX,,"15,9","8,1","2,4",,LI,PR,IN,PR,,,,,Éclat,
785,720,Spira,33,CHE,2012,10371,BR,430,lit,sil,Éclat ? Lamelle?,,C3,,,,,,2.0,3.0,1,,DI,,"9,7","10,1","2,9",,IN,IN,IN,IN,10371,,,,Éclat,
786,722,Spira,33,CHE,2012,10379,BR,429,lit,sil,Nucléus,,A10,,,,,,0.0,10.0,1,,IN,,"42,2","26,2","22,1",,IN,IN,IN,IN,,,,à voir,Nucléus,
787,723,Spira,33,CHE,2012,10380,BR,429,lit,sil,Éclat,,A10,,,,,,0.0,10.0,1,,IN,LU,"52,4","27,6","13,2",,IN,IN,IN,IN,,,,,Éclat,
788,724,Spira,33,CHE,2012,10381,BR,429,lit,sil,Éclat cortical,,A10,,,,,,0.0,10.0,1,,EN,,"30,5","19,8","4,4",,LI,PR,AB,AB,,10381,,,Éclat,
789,725,Spira,33,CHE,2012,10382,BR,?,lit,sil,Éclat,,A10,,,,,,0.0,10.0,1,,EN,,"36,8","17,6","8,9",,LI,PR,AB,AB,,,,,Éclat,
790,727,Spira,33,CHE,2012,10384,BR,16,lit,sil,éclat cortical,,,,,,,,,,,,,,,,,,,,,,,,,,Débris,
791,728,Spira,33,CHE,2012,10385,BR,359,lit,sil,éclat,,C4,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,Débris,
792,729,Spira,33,CHE,2012,10386,BR,359,lit,sil,éclat,,C4,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,Débris,
793,730,Spira,33,CHE,2012,10387,BR,359,lit,sil,éclat cortical,,C4,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,Débris,
794,731,Spira,33,CHE,2012,10388,BR,360,lit,sil,petit Éclat,,C4,,,,,,2.0,4.0,1,,DI,"18,3","18,3","13,5","5,3",,IN,IN,IN,IN,,,,,Éclat,
795,733,Spira,33,CHE,2012,10390,BR,?,lit,sil,Éclat,,Y9,,,,,,-2.0,8.0,1,,EN,,"56,3","39,4","17,9",,CO,PR,AB,AB,10390,10390,,,Éclat,
796,734,Spira,33,CHE,2012,10391,BR,?,lit,sil,éclat,,Y9,,,,,,-2.0,8.0,1,,,,"22,6","58,5",48,,,,,,,,,à voir,Nucléus,
797,735,Spira,33,CHE,2012,10392,BR,?,lit,sil,éclat,,Y9,,,,,,-2.0,8.0,1,,,,,,,,,,,,,,,,Débris,
798,736,Spira,33,CHE,2012,10393,BR,?,lit,sil,éclat,,Y9,,,,,,-2.0,8.0,1,,,,,,,,,,,,,,,,Débris,
799,737,Spira,33,CHE,2012,10394,BR,?,lit,sil,éclat,,Y9,,,,,,-2.0,8.0,,,,,,,,,,,,,,,,,Débris,
800,739,Spira,33,CHE,2012,10396,BR,?,lit,sil,Éclat,,Y9,,,,,,-2.0,8.0,,,EN,,18,"19,7","3,9",,LI,PR,AB,PR,,,,,Éclat,
801,740,Spira,33,CHE,2012,10397,BR,?,lit,sil,Éclat,,Y9,,,,,,-2.0,8.0,1,,PX,,"18,1","14,3","1,8",,LI,PR,PR,AB,,,,,Éclat,
802,741,Spira,33,CHE,2012,10398,BR,?,lit,sil,Éclat,,Y9,,,,,,-2.0,8.0,,,DI,,"22,5","19,7","5,9",,IN,IN,IN,IN,,,,,Éclat,
